movie_index,genres,keywords,production_year,title,director,writer,actors
114,Adventure Fantasy Family,magic dying and death broom sorcerer's apprentice school of witchcraft,2005,harry potter and the goblet of fire,mikenewell,"stevekloves ,j.k.rowling ","ericsykes,timothyspall,davidtennant,danielradcliffe"
115,Fantasy Action,flying alcohol love of one's life forbidden love lovers,2008,hancock,peterberg,"vincentngo,vincegilligan","willsmith,charlizetheron,jasonbateman,jaehead"
116,Drama Horror Action Thriller Science Fiction,saving the world lost civilisation post-apocalyptic dystopia matter of life and death,2007,i am legend,francislawrence,"markprotosevich ,akivagoldsman ,richardmatheson ,johnwilliamcorrington,joycehoopercorrington","willsmith,alicebraga,charlietahan,sallirichardson-whitfield"
117,Adventure Comedy Family Fantasy,london england father son relationship chocolate factory worker based on novel,2005,charlie and the chocolate factory,timburton,"roalddahl(book),johnaugust ","johnnydepp,freddiehighmore,davidkelly,helenabonhamcarter"
118,Animation Comedy Family Fantasy,paris brother brother relationship expensive restaurant river cook,2007,ratatouille,"bradbird,janpinkava(co-director)","bradbird(screenwriter),janpinkava(originalstoryby),jimcapobianco(originalstoryby),bradbird(originalstoryby),emilycook(additionalstorymaterial),kathygreenberg(additionalstorymaterial),bobpeterson(additionalstorymaterial)","pattonoswalt,ianholm,louromano,briandennehy"
119,Action Crime Drama,himalaya martial arts dc comics crime fighter secret identity,2005,batman begins,christophernolan,"bobkane ,davids.goyer ,christophernolan ,davids.goyer ","christianbale,michaelcaine,liamneeson,katieholmes"
120,Family Animation,africa jealousy dance hunger lion,2008,madagascar: escape 2 africa,"ericdarnell,tommcgrath","etancohen,ericdarnell,tommcgrath","benstiller,chrisrock,davidschwimmer,jadapinkettsmith"
121,Adventure Fantasy Action Comedy Family,museum theodore roosevelt duringcreditsstinger amelia earhart smithsonian,2009,night at the museum: battle of the smithsonian,shawnlevy,"robertbengarant,thomaslennon,robertbengarant ,thomaslennon ","benstiller,amyadams,owenwilson,hankazaria"
122,Adventure Action Thriller Science Fiction,corruption mutant boxer army marvel comic,2009,x-men origins: wolverine,gavinhood,"davidbenioff ,skipwoods ","hughjackman,lievschreiber,dannyhuston,will.i.am"
123,Adventure Action Thriller Science Fiction,saving the world artificial intelligence man vs machine flying philosophy,2003,the matrix revolutions,"lanawachowski,lillywachowski","lillywachowski,lanawachowski,lillywachowski ,lanawachowski ","maryalice,tanveerk.atwal,helmutbakaitis,katebeahan"
124,Animation Adventure Family,queen musical princess betrayal snowman,2013,frozen,"chrisbuck,jenniferlee","jenniferlee ,hanschristianandersen(storyinspiredby:""thesnowqueen""by),chrisbuck ,jenniferlee ,shanemorris ","kristenbell,idinamenzel,jonathangroff,joshgad"
125,Adventure Action Thriller Science Fiction,saving the world artificial intelligence man vs machine martial arts kung fu,2003,the matrix reloaded,"lanawachowski,lillywachowski","lillywachowski,lanawachowski,lillywachowski ,lanawachowski ","rayanthony,christineanu,andyarness,alimaashton-sheibu"
126,Action Adventure Fantasy,marvel comic superhero based on comic book hostile takeover norse mythology,2013,thor: the dark world,alantaylor,"christopherl.yost ,christophermarkus ,stephenmcfeely ,donpayne ,robertrodat ,stanlee ,larrylieber ,jackkirby ,waltersimonson(charactercreatedby:malekith)","chrishemsworth,natalieportman,tomhiddleston,anthonyhopkins"
127,Action Adventure Science Fiction Thriller,future chase post-apocalyptic dystopia australia,2015,mad max: fury road,georgemiller,"georgemiller,brendanmccarthy,nicklathouris","tomhardy,charlizetheron,nicholashoult,hughkeays-byrne"
128,Thriller Mystery,rome vatican based on novel symbolism christian,2009,angels & demons,"joshmartinez,joshuamartinez","alexiaaleman ,alexiaaleman","alexiaaleman,blainemoir,robinsydney,stephendewittwhite"
129,Adventure Fantasy Action,new mexico banishment shield marvel comic hammer,2011,thor,kennethbranagh,"ashleymiller ,zackstentz ,donpayne ,j.michaelstraczynski ,markprotosevich ,stanlee(comicbook),larrylieber(comicbook),jackkirby(comicbook)","chrishemsworth,natalieportman,tomhiddleston,anthonyhopkins"
130,Animation Family Adventure Comedy,hamster kids and family animal cat vs dog duringcreditsstinger,2008,bolt,"byronhoward,chriswilliams","danfogelman ,chriswilliams ","johntravolta,mileycyrus,susieessman,markwalton"
131,Fantasy Action Adventure Family Comedy,dyr duringcreditsstinger,2009,g-force,hoytyeatman,"cormacwibberley ,mariannewibberley ,hoytyeatman ,davidp.i.james ","billnighy,willarnett,zachgalifianakis,kelligarner"
132,Adventure,underworld hades mythology greek mythology zeus,2012,wrath of the titans,jonathanliebesman,"danmazeau ,davidlesliejohnson-mcgoldrick ,gregberlanti ,davidlesliejohnson-mcgoldrick ,danmazeau ,beverleycross","samworthington,liamneeson,ralphfiennes,edgarramã­rez"
133,Comedy Fantasy,witch imprisonment vampire curse fish out of water,2012,dark shadows,timburton,"sethgrahame-smith ,johnaugust ,sethgrahame-smith ,dancurtis(televisionseries)","johnnydepp,michellepfeiffer,helenabonhamcarter,evagreen"
134,Action Adventure Thriller,london england spy austria villain sequel,2015,mission: impossible - rogue nation,christophermcquarrie,"christophermcquarrie ,christophermcquarrie ,drewpearce ,brucegeller(televisionseries)","tomcruise,jeremyrenner,simonpegg,rebeccaferguson"
135,Drama Horror Thriller,father son relationship victorian england remake rural setting werewolf,2010,the wolfman,joejohnston,"andrewkevinwalker ,davidself ,curtsiodmak","simonmerrells,gemmawhelan,emilyblunt,beniciodeltoro"
136,Family Animation Adventure Comedy,factory worker tennis flower florist flower shop,2007,bee movie,"simonj.smith,stevehickner","jerryseinfeld,spikeferesten,barrymarder,andyrobin,chuckmartin(additionalscreenplaymaterial),tompapa(additionalscreenplaymaterial)","jerryseinfeld,renã©ezellweger,matthewbroderick,patrickwarburton"
137,Animation Family,martial arts hope fleet panda mission,2011,kung fu panda 2,jenniferyuhnelson,"jonathanaibel,glennberger","jackblack,angelinajolie,dustinhoffman,garyoldman"
138,Action Adventure Family Fantasy,fire ice war ship prince kingdom,2010,the last airbender,m.nightshyamalan,m.nightshyamalan,"noahringer,devpatel,nicolapeltz,jacksonrathbone"
139,Adventure Action Thriller,berlin cia vatican white house secret identity,2006,mission: impossible iii,j.j.abrams,"alexkurtzman,robertoorci,j.j.abrams,brucegeller(televisionseries)","tomcruise,philipseymourhoffman,vingrhames,billycrudup"
140,Action Drama Thriller,usa president conspiracy secret service the white house,2013,white house down,rolandemmerich,jamesvanderbilt,"channingtatum,jamiefoxx,maggiegyllenhaal,jasonclarke"
141,Adventure Animation Family,boy alien rescue martian alien abduction,2011,mars needs moms,simonwells,"simonwells ,wendywells ,berkeleybreathed(book)","sethgreen,danfogler,joancusack,elisabethharnois"
142,Adventure Animation Comedy Family,london england underworld return ship frog,2006,flushed away,"davidbowers,samfell","dickclement ,ianlafrenais ,christopherlloyd ,joekeenan ,williamdavies ,samfell ,peterlord ,dickclement ,ianlafrenais ","hughjackman,katewinslet,ianmckellen,jeanreno"
143,Adventure Family Fantasy,flying magic fairy tale peter pan mermaid,2015,pan,joewright,"jasonfuchs,j.m.barrie ","hughjackman,levimiller,garretthedlund,rooneymara"
144,Animation Adventure Family,father son relationship egypt intelligence adoption time travel,2014,mr. peabody & sherman,robminkoff,"jayward(basedontheseriesproducedby),craigwright ,robertbengarant(additionaldialogue),thomaslennon(additionaldialogue),tedkey(baseduponthecharactersandformatcreatedby:""shermanandpeabody""),michaelmccullers(additionalscreenplaymaterial)","tyburrell,maxcharles,laurifraser,guillaumearetos"
145,Adventure Drama War,brother brother relationship adultery mythology beauty trojan war,2004,troy,wolfgangpetersen,"homer(poem),davidbenioff ","julianglover,briancox,nathanjones,adonimaropis"
146,Animation Family,madagascar 3d,2012,madagascar 3: europe's most wanted,"ericdarnell,tommcgrath,conradvernon","ericdarnell ,noahbaumbach ,marchyman(collaboratingwriter),tommcgrath(charactersby),mattshire(punch-upwriter),alejandrobien-willner(punch-upwriter)","benstiller,chrisrock,davidschwimmer,jadapinkettsmith"
147,Adventure Action Thriller,laser british secret service secret service agent space based weapon,2002,die another day,leetamahori,"ianfleming ,nealpurvis,robertwade","piercebrosnan,halleberry,tobystephens,rosamundpike"
148,Action Fantasy Comedy,female friendship ghost hunting reboot ghost,2016,ghostbusters,paulfeig,"katiedippold,paulfeig,ivanreitman(basedonthe1984film""ghostbusters""directedby),danaykroyd(basedonthe1984film""ghostbusters""writtenby),haroldramis(basedonthe1984film""ghostbusters""writtenby)","zachwoods,kristenwiig,edbegleyjr.,charlesdance"
149,Action Thriller Science Fiction Adventure,saving the world paris moon cataclysm asteroid,1998,armageddon,michaelbay,"jonathanhensleigh ,j.j.abrams ,tonygilroy(adaptation),shanesalerno(adaptation),robertroypool ,jonathanhensleigh ","brucewillis,billybobthornton,benaffleck,livtyler"
150,Action Adventure Comedy Science Fiction,saving the world secret identity sun glasses undercover space marine,2002,men in black ii,barrysonnenfeld,"lowellcunningham(comicbook""malibucomics""),robertgordon ,robertgordon ,barryfanaro ","tommyleejones,willsmith,riptorn,laraflynnboyle"
151,Adventure Action Animation,denmark nordic mythology lie pride and vanity folk hero,2007,beowulf,robertzemeckis,"neilgaiman ,rogeravary ,anonymous(epicpoem""beowulf"")","robinwright,anthonyhopkins,paulbaker,johnbilezikjian"
152,Action Adventure Animation Comedy Family,china martial arts kung fu village panda,2016,kung fu panda 3,"alessandrocarloni,jenniferyuhnelson","jonathanaibel,glennberger","jackblack,bryancranston,dustinhoffman,angelinajolie"
153,Action Thriller Adventure,fight sequel mission explosion broken arm,2011,mission: impossible - ghost protocol,bradbird,"brucegeller(televisionseries""mission:impossible""),joshappelbaum,andrã©nemec","tomcruise,paulapatton,simonpegg,jeremyrenner"
154,Fantasy Animation Family,dream santa claus nightmare easter bunny tooth fairy,2012,rise of the guardians,peterramsey,"davidlindsay-abaire ,williamjoyce(basedonthebookseries""guardiansofchildhood""by)","chrispine,alecbaldwin,judelaw,islafisher"
155,Comedy,based on novel desperation robber hold-up robbery remake,2005,fun with dick and jane,deanparisot,"juddapatow ,nicholasstoller ,geraldgaiser ,juddapatow ,nicholasstoller ,geraldgaiser ,davidgiler,jerrybelson,mordecairichler","jimcarrey,tã©aleoni,alecbaldwin,richardjenkins"
156,Drama Action War History,japan war crimes sense of guilt swordplay general,2003,the last samurai,edwardzwick,"johnlogan ,johnlogan ,edwardzwick ,marshallherskovitz ","kenwatanabe,tomcruise,williamatherton,chadlindberg"
157,Adventure Drama Action,moses bible ancient egypt 3d ramses,2014,exodus: gods and kings,ridleyscott,"adamcooper,billcollage,jeffreycaine,stevenzaillian","christianbale,joeledgerton,johnturturro,aaronpaul"
158,Science Fiction Action Adventure,spacecraft teleportation space mission parachute time travel,2009,star trek,j.j.abrams,"robertoorci,alexkurtzman,generoddenberry(televisionseries""startrek"")","chrispine,zacharyquinto,leonardnimoy,ericbana"
159,Fantasy Action,loss of lover spider thanksgiving bad boss hostility,2002,spider-man,samraimi,"stanlee ,steveditko ,davidkoepp ","tobeymaguire,willemdafoe,kirstendunst,jamesfranco"
160,Fantasy Action Adventure Animation Comedy,father son relationship wife husband relationship sacrifice viking sequel,2014,how to train your dragon 2,deandeblois,"deandeblois,cressidacowell(baseduponthe""howtotrainyourdragon""bookseriesby)","jaybaruchel,cateblanchett,gerardbutler,craigferguson"
161,Fantasy,egypt underworld fight mythology nile,2016,gods of egypt,alexproyas,"mattsazama,burksharpless","brentonthwaites,johnsamaha,courtneyeaton,nikolajcoster-waldau"
162,Action,artificial intelligence u.s. navy aftercreditsstinger,2005,stealth,robcohen,w.d.richter,"joshlucas,jessicabiel,jamiefoxx,samshepard"
163,Action Mystery Science Fiction,dc comics secret identity mass murder retirement based on comic book,2009,watchmen,zacksnyder,"davidhayter ,alextse ,davegibbons(graphicnovelillustrator)","malinakerman,billycrudup,matthewgoode,jackieearlehaley"
164,Action Adventure Comedy Crime Thriller,lapd house on fire revolver,1998,lethal weapon 4,richarddonner,"shaneblack ,jonathanlemkin ,alfredgough ,milesmillar ,channinggibson ","melgibson,dannyglover,joepesci,renerusso"
165,Drama Action Science Fiction,california san francisco monster general gun,2003,hulk,anglee,"stanlee(marvelcomicbookcharacter),jackkirby(marvelcomicbookcharacter),jamesschamus ,johnturman ,michaelfrance ,jamesschamus ","ericbana,jenniferconnelly,samelliott,joshlucas"
166,Adventure Action Science Fiction Thriller,terror assassin secret technology missile,2013,g.i. joe: retaliation,jonm.chu,"rhettreese,paulwernick","dwaynejohnson,jonathanpryce,byung-hunlee,elodieyung"
167,Action Adventure Comedy Drama Mystery,tyrant ironclad ship,2005,sahara,breckeisner,"clivecussler ,thomasdeandonnelly ,joshuaoppenheimer ,johnc.richards ,jamesv.hart ","judeakuwudike,markaspinall,rakieayola,christopherbello"
168,Adventure Action Animation Fantasy Science Fiction,battle assignment dystopia alien downfall scientist,2001,final fantasy: the spirits within,"hironobusakaguchi,motonorisakakibara(co-director)","hironobusakaguchi ,alreinert,jeffvintar,jackfletcher(additionaldialogue),bruceb.l.jurgens(storyeditor),raminmebdy(farsiadaptation)","ming-nawen,alecbaldwin,vingrhames,stevebuscemi"
169,Action Adventure Science Fiction,new york usa world war ii nazis marvel comic,2011,captain america: the first avenger,joejohnston,"christophermarkus ,stephenmcfeely ,joesimon(comicbooks),jackkirby(comicbooks)","chrisevans,hayleyatwell,sebastianstan,tommyleejones"
170,Adventure Action Thriller,british mission oil heiress bilbao spain,1999,the world is not enough,michaelapted,"nealpurvis ,robertwade ,nealpurvis ,robertwade ,brucefeirstein ","piercebrosnan,sophiemarceau,robertcarlyle,deniserichards"
171,Adventure,naturalist frigate self surgery sea battle weevil,2003,master and commander: the far side of the world,peterweir,"patricko'brian(novels),peterweir ,johncollee ","russellcrowe,paulbettany,jamesd'arcy,edwardwoodall"
172,Adventure Fantasy Drama Romance,vampire romance villainess super strength imprinting,2012,the twilight saga: breaking dawn - part 2,billcondon,"melissarosenberg ,stepheniemeyer ","kristenstewart,robertpattinson,taylorlautner,peterfacinelli"
173,Animation Comedy Family,penguin musical aftercreditsstinger 3d,2011,happy feet two,"georgemiller,garyeck(co-director),davidpeers(co-director)","georgemiller,garyeck,warrencoleman,paullivingston","carlosalazraqui,lombardoboyar,jeffreygarcia,johnnya.sanchez"
174,Science Fiction Action Adventure,new york rio de janeiro marvel comic superhero based on comic book,2008,the incredible hulk,louisleterrier,"zakpenn ,zakpenn ,stanlee ,jackkirby ","edwardnorton,livtyler,timroth,williamhurt"
175,Adventure Family Fantasy,london england england based on novel queen little girl,2016,the bfg,stevenspielberg,"melissamathison ,roalddahl(basedonthebookby)","markrylance,rubybarnhill,penelopewilton,jemaineclement"
176,Western Drama Adventure Thriller,father son relationship rape based on novel mountains winter,2015,the revenant,alejandrog.iã±ã¡rritu,"markl.smith ,alejandrog.iã±ã¡rritu ,michaelpunke(basedinpartonthenovelby)","leonardodicaprio,tomhardy,domhnallgleeson,willpoulter"
177,Animation Family,underdog car race dream speed power,2013,turbo,davidsoren,"darrenlemke ,robertsiegel ,davidsoren ,davidsoren ","ryanreynolds,paulgiamatti,michaelpeã±a,samuell.jackson"
